0.028170537	0.031506605	0.043408733	-0.013339279	0.0048061637	-0.005383355	0.02418572	-0.019822277	0.10743669	0.036863554	-0.06963918	0.068578295	0.0014880216	0.07480333	-0.012977474	0.08726279
0.016153816	-0.0049431594	-0.01738999	0.0066383597	0.0065869195	0.005871011	-0.017317072	-0.018488511	0.07152522	-0.032046594	-0.015354289	0.08801607	-0.015727554	-0.02771005	0.047303665	0.13742757
-0.042567253	-0.011689269	-0.009744605	0.094624884	-0.0277026	-0.06747032	-0.0036843482	0.018444445	0.116448194	0.028140845	-0.033419244	0.06624132	-0.018616123	-0.046494935	0.044876885	0.0982489
-0.054843083	0.05460939	0.028762098	0.025064703	-0.03667984	0.01590834	-0.000596296	-0.016245365	0.0427794	0.03294549	-0.056452293	0.09981934	-0.015706612	0.044527818	0.10480674	0.085876964
-0.012224661	-0.03301675	0.032442	0.012979643	-0.000518879	0.016940314	0.0039456133	-0.08643309	0.1057321	-0.015443289	0.001630176	0.07834228	0.008622767	0.027312148	-0.036430106	0.03520903
-0.0017019006	0.064735554	-0.06355879	0.03774369	0.01179409	-0.044033445	0.017740764	0.0072792433	0.035265915	-0.02681663	-0.029527588	0.08195551	-0.023914713	0.04033818	0.082377404	0.06655312
-0.049027417	0.025279777	0.052417327	0.03760681	0.079408415	0.023758085	0.0054352013	-0.010860945	0.037417863	-0.006029034	0.023529122	0.093856454	0.03628323	-0.05950971	-0.050804388	0.1227873
-0.044545714	0.08545099	0.019419007	0.060587358	0.021770693	0.011536847	-0.0019200084	-0.013086657	0.091293626	-0.0039591426	0.008412994	-0.03044914	0.021219226	0.030781753	0.08367832	0.08186383
-0.011059947	-0.019046342	0.046644244	0.052532464	0.030380152	0.017370459	-0.004277597	-0.021617034	0.002350908	0.004354527	-0.12590513	0.019152462	0.019936321	0.056427564	0.066628926	0.13711336
0.03045628	-0.021386862	0.06167906	-0.0055883317	0.08802737	-0.011667213	-0.024639107	0.021384552	0.060724188	-0.00018123639	-0.05055318	0.09434932	-0.049192563	-0.03025912	0.062380683	0.040236313
0.074303016	-0.009702889	-0.0042618755	-0.02157789	0.058124058	-0.07414211	-0.009388222	-0.022736486	0.05870485	0.031560272	-0.09052397	0.03203843	-0.056346375	0.02665486	0.04644135	0.109568834
0.06396973	0.045966387	0.02711123	-0.01016463	0.05113118	0.06834189	-0.1117069	-0.021795964	0.021212943	-0.06336877	-0.0003700871	0.0036658356	-0.034465134	0.0547358	0.02101319	0.10763454
0.008846662	0.06764453	0.071006596	0.114361666	-0.04605769	0.004035477	0.064899355	0.013979235	0.06573458	-0.028463619	-0.026377091	0.03327843	0.037725423	0.007786562	0.085944496	0.06572019
-0.08424236	0.043163173	0.039593775	-0.013553267	-0.011149873	0.045121644	-0.044848382	0.0073218755	0.025358459	-0.034452662	0.0005057165	-0.11705159	0.009610411	0.042849366	-0.01607324	0.11670707
0.024284553	-0.009995571	0.012100055	-0.02362138	0.036130726	-0.04195223	-0.017749367	-0.040284075	0.06985038	0.078394204	0.035642955	-0.029118296	0.026033957	-0.025556864	0.052972637	0.07458479
0.04131152	-0.033228204	-0.095647775	-0.015355556	-0.07561311	0.052340366	-0.055694364	-0.032052994	0.016998298	0.037120413	-0.048295114	0.025889141	-0.058918748	0.018321453	0.058993224	0.03889199
0.01210256	-0.012995576	-0.025772892	-0.008399324	0.018661736	-0.04755588	-0.008444331	0.01302638	0.05738095	0.0019687593	-0.047129475	0.056835745	-0.05740361	0.09532472	0.062363155	0.090613216
0.07886939	0.034341957	-0.034425993	0.01804317	0.06184312	0.022735462	0.03159665	-0.03849824	-0.046423838	-0.04813224	-0.013399474	0.013526146	0.03924624	0.013686644	0.06643991	0.108285934
0.035776194	0.07425303	0.005841875	-0.034745514	0.07751741	-0.0638592	-0.006532056	0.018656848	0.009823772	0.011552541	-0.064024955	0.0076008127	0.07021758	-0.012576917	0.058999736	0.050460197
0.009434947	-0.038635578	-0.022648316	0.09672247	0.04855046	0.1175312	0.0087911105	0.022846544	0.044808686	0.06642208	0.0026732115	0.119702786	0.0042386567	0.04185326	0.049468942	0.06879025
-0.054465003	0.017661463	0.0151145235	0.008922437	-0.04770196	0.043556247	0.03657341	0.038156215	0.026362298	-0.006308382	-0.005351525	0.010325399	-0.012904487	0.034309853	0.064475246	0.13821316
0.022289665	0.026757935	-0.015494997	0.0071269963	-0.0019118252	0.052852593	0.062360637	-0.031819187	0.049215954	-0.07530975	-0.092035905	-0.05801299	0.062425353	-0.016983362	0.041390855	0.15890573
